Row 1
	        TIME	      NRiter	      LSiter	         FPR	        FOPR	        FOPT	        FGPR	        FGPT	        FWPR	        FWPT
	         DAY	            	            	        PSIA	     STB/DAY	         STB	    MSCF/DAY	        MSCF	     STB/DAY	         STB
	            	            	            	            	            	            	            	            	            	            
	     7.57518	       11362	     11360.3	           0	     2037.01	     1983.17	     2129.23	     2006.48	     2045.87	     2040.25
	     12.7795	     19168.4	     19166.9	           0	     2018.96	      2080.2	     2085.87	     1990.05	     2029.28	      2021.6
	     22.7795	     34168.4	     34166.8	           0	     1990.14	      2086.2	     2098.05	     2063.28	     2002.13	     1991.23
	     32.7795	     49168.3	     49166.9	           0	     1980.85	     2064.51	     2242.64	     2057.14	     1978.23	     1988.09
	     42.7795	     64168.2	     64166.9	           0	     2061.92	     2101.42	     2308.81	     2069.07	      2013.7	     2060.97
	          50	       74999	     74997.8	           0	     2143.39	     2162.12	     2381.41	     2164.07	     2228.21	     2135.26
	          60	     89997.4	     89997.7	           0	     2349.93	     2275.82	     2546.52	     2308.19	     2675.57	     2350.55
	          70	      104998	      104998	           0	        2656	     2420.62	     2755.41	     2485.56	     3178.41	     2571.84
	          80	      119998	      119998	           0	     2981.89	     2594.05	     2990.81	     2720.21	     3718.71	     2785.51
	          90	      134998	      134997	           0	     3293.01	     2784.75	     3245.42	     2991.89	     4267.79	     2984.34
	         100	      149998	      149997	           0	     3583.32	     2965.18	     3512.75	     3269.29	     4829.02	     3167.87
	         110	      164998	      164997	           0	     3860.67	     3150.69	     3802.42	     3539.58	     5416.75	     3338.02
	         115	      172499	      172497	           0	     3996.29	     3241.82	     3938.92	      3688.5	     5693.42	     3424.61
	         120	      179999	      179995	           0	     4131.09	     3327.41	      4070.4	     3812.17	     6002.96	     3506.96
	         125	      187498	      187495	           0	     4261.42	     3421.04	     4198.31	     3947.42	     6311.73	     3579.26
	         130	      194998	      194995	           0	      4385.7	     3521.18	     4331.37	     4088.24	     6640.82	     3660.17
	         140	      209998	      209995	           0	     4638.07	     3706.53	     4681.27	     4399.73	     7254.14	     3843.66
	         150	      224998	      224995	           0	     4905.33	     3870.34	      4642.2	     4734.43	      7833.2	     4004.77
	         160	      239998	      239995	           0	     5199.16	     4033.57	     4519.83	     5084.83	     8391.07	     4148.61
	         170	      254998	      255006	           0	     5532.37	     4242.22	     4396.01	     5451.68	     8900.61	     4265.74
	         180	      269998	      270006	           0	     5836.62	     4044.93	     4252.32	     5834.34	     9326.74	     4363.85
	         190	      284998	      284029	           0	     6094.05	     3827.52	     4083.86	     6232.84	     9658.02	     4451.69
	         200	      299999	      296969	           0	     6298.93	     3620.95	     3912.46	     6644.91	     9903.66	     4529.64
	         210	      314999	      308958	           0	        6454	     3430.42	     3735.47	     7050.29	     10071.9	     4597.95
	         220	      329999	      320109	           0	     6560.54	      3259.6	     3569.45	     7436.45	     10186.8	     4658.98
	         230	      345001	      330497	           0	      6702.4	     2932.16	      3404.4	     7802.65	     10251.6	     4713.61
	         240	      360002	      340211	           0	     6630.18	     2631.87	     3206.91	     8291.98	     10295.8	     4784.17
	         250	      375006	      349306	           0	     6623.98	     2508.91	     2907.89	     8318.16	     10305.2	     4836.89
	         260	      390006	      357846	           0	     6667.15	     2405.41	     2717.61	     8118.52	     10311.7	     4842.74
	         270	      404922	      365878	           0	     6726.74	     2299.35	     2586.68	      7894.8	     10444.5	     4842.81
	         280	      419930	      373449	           0	     6793.27	     2195.64	     2487.74	     7692.08	     10298.3	      4840.6
